3072	11879	22363	27770	4971	28848	5386	19832	389	928
3	605	283	91	6750	17	39	68	3221	449
18451	25473	8271	26824	41447	8900	41649	27255	41757	58103
11949	22223	11973	3136	11972	22217	10378	10227	28058	10302
2613	6285	285	591	2629	13858	2317	26681	21125	8662
10260	44827	12830	51028	466	2791	2951	467	6837	39124
2989	2791	1779	894	484	6837	2951	1046	4442	563
5388	1135	1127	1293	16950	3632	46104	1422	52948	10151
1814	2038	2512	2051	616	2046	3133	2047	2219	1134
710	732	761	739	17	31	889	552	26	266
18645	21357	25037	53415	22549	25060	28233	57144	53969	8240
5939	421	4856	1085	3691	4186	3030	11321	374	1272
6130	12	1142	2747	1666	634	917	577	233	246
18775	11601	29558	26958	45234	16193	60882	58359	59536	59532
18858	59131	1499	55500	186	30104	38719	59152	59132	59153
1361	813	1142	3164	233	1666	557	246	2529	2747
18972	18968	14754	18952	29640	18971	10516	35454	29631	35075
4718	1291	699	1127	1436	1426	1292	1293	19007	928
19056	9252	26681	3117	33604	39838	32843	398	19053	6845
29	30	32	26	55	225	33	738	295	265
33	31	26	225	265	30	738	568	295	761
2038	1814	2046	616	2047	3133	20199	2512	2051	768
304	285	98	6285	2613	9141	7712	591	2623	573
2791	56	5055	2989	3114	1779	894	930	484	2951
420	1969	2913	636	9801	3355	1617	172	2993	2408
11854	4056	10867	11889	9381	11846	5589	604	4152	11859
41582	4250	3986	8379	12834	20691	2944	3987	5680	5651
560	1528	1796	614	1398	17859	8740	354	17881	20301
285	304	6285	2613	98	2623	7712	9708	5275	296
12748	1272	2791	1779	5043	3030	5906	1076	421	5055
954	4045	616	8800	22722	615	1797	12004	2759	11098
71	1144	26359	18522	249	49668	252	22730	248	514
356	1272	374	4186	1270	6124	5459	1085	2881	3030
5617	16504	21564	32734	51312	18337	12408	26985	32651	19426
285	304	6285	98	2623	7712	9708	5275	296	572
9453	9454	2376	2659	558	8090	9452	2369	2576	33203
12060	37434	22182	16552	12073	11723	271	1029	449	1284
14844	16	1864	4776	2121	20060	1140	51	255	7952
1912	577	1282	5142	1296	1548	13352	24146	1269	298
11544	10103	14868	18116	4461	19541	28973	10532	14815	2173
3	605	283	6750	17	91	39	68	3221	449
558	2314	8090	2576	2640	2659	19649	9113	8351	384
7587	39489	16027	9765	7541	7567	14125	35786	11875	1407
19845	18159	50703	56567	9894	35327	36439	44022	34261	39820
19904	46251	55675	4857	49946	44024	26676	56791	29443	60282
17	33	26	761	605	265	758	31	6	568
2615	22929	13777	24225	12367	7404	24918	1308	13601	14983
9106	13	7573	3857	2696	450	5003	9105	27188	5627
20025	22856	22885	59667	15666	60384	44683	30532	24082	48714
438	1201	9490	2631	8695	469	3630	448	1260	548
47	764	6	761	732	17	3800	4239	33	265
931	2497	39267	56577	20091	5847	36570	20139	44183	1080
31	33	17	26	225	30	265	506	568	29
20157	14029	36781	57716	51579	28731	44024	1780	9650	24331
17307	13805	17305	4670	17321	17298	3997	17304	4669	17296
1814	2046	616	2047	3133	2512	2051	768	29735	4251
4832	899	6107	34414	50429	41046	4833	16773	49444	22831
34613	2994	15729	3898	10086	2993	12864	3216	8072	4144
2038	1814	2046	616	2047	3133	20199	2512	2051	768
1140	3	605	91	68	732	283	10	506	39
11177	20368	4202	4203	849	1969	4204	9801	11179	420
2152	1169	2747	244	1142	1617	7261	2913	6130	2425
2267	98	3238	946	561	236	7402	272	1564	239
2990	51	246	239	3668	449	98	701	288	555
26	33	568	265	761	30	55	295	758	29
20515	41754	47190	6048	55807	54740	60253	49235	60833	20626
7314	5137	2168	10	973	297	292	5885	39	5830
297	39	16	3125	288	2325	292	563	357	10
20573	4852	2428	4823	2434	643	4340	347	1073	639
14732	1899	239	20622	236	2990	4442	38120	7827	11124
20648	15085	16482	1917	20635	13844	20650	15105	1916	15096
1957	38182	52210	19390	50703	24100	24647	11332	11026	59018
20703	29080	58500	34975	33915	20692	44090	20696	19283	20694
13866	20717	9925	13243	5539	6000	3803	20722	20721	25778
17	33	26	761	605	265	31	758	6	568
14596	6776	9440	9831	7927	40583	20760	9859	9846	30524
31	33	17	26	225	265	30	568	506	29
3887	14327	15095	7796	1919	15104	24876	7767	19334	14329
12	1142	246	2747	1666	577	7261	288	239	1195
17	33	26	761	265	605	31	758	6	568
20920	58601	27768	26564	49271	3734	20984	58816	31034	49118
20949	53581	37748	12542	5185	5334	11476	41221	52921	26322
3874	3716	735	9333	149	13027	6	708	732	3133
21020	21019	8292	10310	4277	55072	26388	52419	1258	11282
23	68	699	430	474	4448	1293	91	701	442
860	3249	801	5187	54571	795	2680	2529	2747	2748
69	2934	531	484	2975	466	3266	2939	9442	6826
19138	34614	56251	47160	48975	47226	45307	21185	57025	14434
21212	19795	17362	31638	25168	15403	760	8797	321	31600
5539	9925	20722	7402	21233	13243	5694	20718	7950	1595
21252	175	21249	18008	54143	26795	26244	26900	17061	46355
304	6285	2613	98	7712	9708	296	572	591	762
12880	592	35494	602	3207	1668	619	618	17793	4188
1024	455	3112	6375	3266	3268	3114	466	6826	7381
1066	643	347	1076	2434	170	2290	288	374	1188
21509	21508	58573	59629	37907	19273	41811	56448	41761	55985
21540	49696	52300	51566	48148	48043	36866	47826	38564	14436
3633	3632	3062	53799	6337	39987	10488	6318	6324	928
5457	1142	2160	1666	1571	801	246	2635	620	7261
5385	3987	20	745	14213	2350	966	4336	20752	2027
3355	1969	2975	33631	7046	719	2913	420	140	1091
3	605	283	6750	17	91	39	68	3221	449
21622	25449	47510	50986	59455	25696	19586	37083	52299	55204
8756	13131	21641	13135	13136	8769	8770	21655	8755	21638
21698	21702	21724	21727	21676	21694	21677	21718	21725	13205
776	454	1205	984	1268	430	283	249	39	3970
21875	7470	21869	21874	56328	11764	21865	40620	61651	27768
4439	92	930	61167	1270	5488	170	18450	1185	1066
22007	43439	22001	43418	2358	43400	43430	2368	43448	24536
33	26	761	605	265	31	758	6	738	225
304	98	2623	7712	9708	296	591	572	762	383
1142	246	2747	1666	577	7261	288	239	1195	801
91	3	701	16	283	10	39	555	1625	605
22097	19983	8841	703	6096	14983	967	7	11847	25015
12523	4174	68	4053	9138	61010	1133	1209	7800	12540
22145	11791	22185	36416	37919	41120	19393	11805	16292	5738
8877	30382	42811	32560	43758	20067	16502	16333	53645	18400
1317	91	430	68	1140	6750	974	442	283	474
484	466	3386	1203	69	3266	2951	6837	2791	2975
288	3114	1076	12	3125	56	730	2478	5045	5526
56	3114	1076	288	930	43600	2478	2791	1188	3001
22290	60885	46551	60403	17603	58626	51871	36149	43211	51864
22322	44232	34492	18296	20918	34067	22323	12899	27870	55898
7950	7952	2121	15403	7954	561	3208	699	1436	657
22383	18105	3226	15274	4121	8347	10801	6489	12392	22394
605	3	17	6750	33	283	449	761	738	265
24461	31072	39850	14571	39848	39853	22481	30360	10828	39858
1755	5636	22505	21429	3333	1766	1076	347	2290	643
22531	16057	7862	22535	22536	22546	22534	22566	22543	22541
395	25595	1436	11293	1153	699	931	894	1085	1080
4	285	6	16384	764	13778	43	1797	732	5455
2152	12	1169	2747	244	1142	1617	7261	2913	6130
86	65	6842	484	3541	27702	2791	73	2951	466
6292	582	625	957	254	954	7405	26	684	3800
3936	2426	3249	15792	7261	1275	24146	1571	7155	5188
22717	42281	51078	25081	6445	29081	4974	38404	26174	47049
363	17653	3668	374	366	283	2325	2017	68	239
1144	26359	18522	49668	252	248	772	514	497	493
12	1142	246	2747	1666	7261	577	239	288	801
4526	564	234	953	3739	266	568	761	29	31
13747	10163	4610	22200	1260	4699	22787	3560	1892	13791
19181	12064	12078	9348	3062	3154	25009	1292	33399	33657
22817	1585	22822	5926	14276	5711	776	250	9892	6968
11083	4190	292	11890	297	3681	3324	6194	13801	17653
22893	22892	47583	58541	23480	46024	36396	25270	27432	40996
2429	347	1076	56	1066	4294	5043	170	2435	2478
11404	22989	52250	50755	52249	2822	52260	52251	54499	54477
5382	7856	24914	24951	12040	24918	1312	5735	738	13601
374	1066	643	2290	347	1564	634	3218	1102	946
23088	17847	39083	36715	57984	42605	61676	60940	23049	51258
813	124	233	1361	748	577	2747	1269	12	1142
13778	43	582	9487	1797	604	957	26	7841	761
1026	4251	647	363	283	1205	292	1412	17653	68
347	1066	643	1076	2478	1564	288	2434	170	2290
3114	2478	288	894	2434	2791	92	1376	643	5043
23233	29870	15768	10086	23232	19453	24286	7067	172	3708
448	2631	1201	3420	1895	3630	3419	3431	14790	1893
442	430	474	3104	4448	5634	3	68	4170	974
930	5043	1076	3114	421	5055	894	4294	288	2478
23414	46663	32951	20101	18717	25443	38649	61017	15554	27766
23454	23453	49102	46613	49772	43919	36568	34271	59768	22455
23496	20715	3761	54993	43754	37148	44748	54720	5282	36698
3970	776	249	647	6815	250	454	248	984	4253
23536	23523	26774	5672	20101	50177	23535	57596	23532	23534
249	776	250	3970	454	647	3386	1203	984	248
23581	23580	15200	15201	23579	37222	48504	34678	61488	25151
23611	19561	4863	13505	60385	28604	51637	59517	28615	28606
705	1666	801	2747	12	1142	2425	795	828	2680
23707	37912	37442	33791	4508	37910	34435	60117	15277	339
